Defect_ID,Project,Phase,Module,Severity,Priority,Status,Root_Cause,Operating_System,Created_Date,Closed_Date,Is_Closed,Resolution_Time,Defect_Age,Data_Quality_Flag
SCGCQ04322,E,Integration 2,FW,Severity 4,Medium,Open,Product Request,Ubuntu,02-08-2023,10-08-2023,1,8,761,0
SCGCQ00434,B,Final Release,FW,Severity 4,Medium,In Progress,Product Request,Windows,24-11-2023,11-01-2024,1,48,647,0
SCGCQ02794,A,BST,BIOS,Severity 1,Low,Deferred,Product Request,Windows,04-11-2023,19-12-2023,1,45,667,0
SCGCQ00179,B,BST,Server Specific,Severity 2,High,Closed,Product Request,Ubuntu,11-01-2023,22-01-2023,1,11,964,0
SCGCQ01573,B,Final Release,FW,Severity 3,Medium,In Progress,Change Request,Linux,21-09-2023,21-10-2023,1,30,711,0
SCGCQ03515,A,Final Release,BIOS,Severity 2,Medium,Closed,Code Integration,SLES,26-07-2023,12-08-2023,1,17,768,0
SCGCQ01203,A,System Test,Server Specific,Severity 1,Low,Open,Code Integration,Windows,16-11-2023,,0,,655,0
SCGCQ00232,E,System Test,BIOS,Severity 4,Low,In Progress,Driver,Linux,13-01-2023,21-01-2023,1,8,962,0
SCGCQ02481,C,Integration 2,FW,Severity 4,High,Re-open,FW Integration,Ubuntu,09-10-2023,,0,,693,0
SCGCQ04682,D,BST,Driver,Severity 2,Medium,Deferred,Change Request,Pre-Boot,20-06-2023,26-07-2023,1,36,804,0
SCGCQ04107,E,System Test,FW,Severity 1,Low,Re-open,Product Request,Ubuntu,15-11-2023,17-12-2023,1,32,656,0
SCGCQ02594,D,BST,Server Specific,Severity 2,High,Open,Driver,Pre-Boot,16-07-2023,19-08-2023,1,34,778,0
SCGCQ01244,A,BST,FW,Severity 2,High,In Progress,Change Request,Ubuntu,24-01-2023,,0,,951,0
SCGCQ00051,E,BST,FW,Severity 2,High,In Progress,Driver,Windows,29-10-2023,28-12-2023,1,60,673,0
SCGCQ02880,B,Integration 2,Driver,Severity 3,Medium,Deferred,FW Integration,Pre-Boot,23-07-2023,27-07-2023,1,4,771,0
SCGCQ03430,B,Integration 1,Server Specific,Severity 4,Low,Re-open,Change Request,Linux,27-05-2023,26-06-2023,1,30,828,0
SCGCQ01404,E,BST,Driver,Severity 4,Low,Open,FW Integration,Windows,05-04-2023,12-04-2023,1,7,880,0
SCGCQ02533,C,Integration 1,FW,Severity 1,High,In Progress,OS-specific,Ubuntu,24-06-2023,17-07-2023,1,23,800,0
SCGCQ03021,E,Integration 2,FW,Severity 2,Medium,Closed,Change Request,Ubuntu,23-07-2023,03-09-2023,1,42,771,0
SCGCQ00852,C,Integration 1,Driver,Severity 2,High,Deferred,Product Request,RHEL,07-12-2023,30-01-2024,1,54,634,0
SCGCQ02600,A,Integration 1,Driver,Severity 1,High,Open,Code Integration,SLES,04-05-2023,07-06-2023,1,34,851,0
SCGCQ01810,A,Final Release,Application,Severity 2,Medium,Deferred,Product Request,Linux,15-06-2023,02-07-2023,1,17,809,0
SCGCQ04987,E,Integration 2,Driver,Severity 3,Medium,Open,Driver,RHEL,27-01-2023,16-02-2023,1,20,948,0
SCGCQ04333,B,Integration 1,Driver,Severity 4,High,Open,Change Request,SLES,18-02-2023,18-03-2023,1,28,926,0
SCGCQ03164,D,System Test,Driver,Severity 3,Low,Re-open,Code Integration,SLES,06-10-2023,18-11-2023,1,43,696,0
SCGCQ02684,A,Final Release,Application,Severity 3,Low,Re-open,Product Request,Windows,22-10-2023,18-11-2023,1,27,680,0
SCGCQ00774,E,Integration 2,FW,Severity 3,Medium,In Progress,OS-specific,SLES,11-06-2023,06-08-2023,1,56,813,0
SCGCQ00922,A,Integration 2,BIOS,Severity 3,Medium,Closed,Change Request,RHEL,02-03-2023,11-04-2023,1,40,914,0
SCGCQ02123,B,Final Release,Application,Severity 1,Low,Closed,FW Integration,Windows,26-09-2023,02-11-2023,1,37,706,0
SCGCQ00465,D,Final Release,Application,Severity 1,Low,Re-open,Change Request,Windows,22-09-2023,03-10-2023,1,11,710,0
SCGCQ04675,C,System Test,BIOS,Severity 4,Low,In Progress,Change Request,Ubuntu,10-04-2023,15-04-2023,1,5,875,0
SCGCQ02813,B,Integration 1,Driver,Severity 4,High,In Progress,Product Request,RHEL,14-09-2023,12-10-2023,1,28,718,0
SCGCQ01510,E,System Test,FW,Severity 1,Low,Closed,Code Integration,Pre-Boot,09-03-2023,11-03-2023,1,2,907,0
SCGCQ03389,A,Integration 2,BIOS,Severity 1,Medium,Deferred,Driver,Pre-Boot,07-10-2023,09-11-2023,1,33,695,0
SCGCQ00140,A,Integration 1,Application,Severity 3,Medium,Re-open,Driver,RHEL,08-08-2023,22-08-2023,1,14,755,0
SCGCQ04685,D,Final Release,FW,Severity 3,Low,In Progress,Driver,SLES,12-06-2023,08-07-2023,1,26,812,0
SCGCQ01007,D,Integration 1,Application,Severity 1,Medium,Re-open,Product Request,Pre-Boot,12-04-2023,31-05-2023,1,49,873,0
SCGCQ00755,C,Integration 1,Application,Severity 1,High,Re-open,Code Integration,Linux,31-07-2023,22-09-2023,1,53,763,0
SCGCQ02901,B,System Test,FW,Severity 3,Low,Deferred,Product Request,Pre-Boot,12-10-2023,16-11-2023,1,35,690,0
SCGCQ04244,E,System Test,BIOS,Severity 4,Medium,Re-open,FW Integration,RHEL,31-12-2023,02-02-2024,1,33,610,0
SCGCQ00256,D,Integration 1,Driver,Severity 2,Medium,Re-open,FW Integration,Pre-Boot,29-07-2023,26-08-2023,1,28,765,0
SCGCQ02568,C,Final Release,FW,Severity 1,High,Re-open,OS-specific,Linux,16-10-2023,08-11-2023,1,23,686,0
SCGCQ03298,B,System Test,Server Specific,Severity 1,High,In Progress,Product Request,SLES,06-06-2023,,0,,818,0
SCGCQ04983,C,System Test,Application,Severity 1,Medium,In Progress,Code Integration,RHEL,16-02-2023,30-03-2023,1,42,928,0
SCGCQ03976,E,Integration 1,FW,Severity 3,High,Open,Change Request,SLES,17-07-2023,,0,,777,0
SCGCQ04655,C,System Test,Application,Severity 2,Low,In Progress,FW Integration,Pre-Boot,25-06-2023,25-07-2023,1,30,799,0
SCGCQ00644,C,Final Release,Driver,Severity 4,Low,Closed,OS-specific,Pre-Boot,24-02-2023,24-04-2023,1,59,920,0
SCGCQ01064,E,BST,Application,Severity 3,High,Closed,FW Integration,Linux,26-12-2023,14-02-2024,1,50,615,0
SCGCQ04241,B,Integration 2,Application,Severity 4,High,Closed,Code Integration,Windows,20-02-2023,01-04-2023,1,40,924,0
SCGCQ03721,B,Final Release,FW,Severity 1,Medium,In Progress,Change Request,RHEL,12-01-2023,01-03-2023,1,48,963,0
SCGCQ01796,C,System Test,FW,Severity 3,High,Closed,OS-specific,RHEL,24-09-2023,02-11-2023,1,39,708,0
SCGCQ02663,D,BST,Application,Severity 4,High,Closed,Code Integration,SLES,15-09-2023,22-10-2023,1,37,717,0
SCGCQ02359,C,Final Release,Driver,Severity 1,Low,Deferred,Product Request,RHEL,10-02-2023,03-03-2023,1,21,934,0
SCGCQ01533,B,Integration 2,BIOS,Severity 3,High,Closed,Driver,Windows,16-12-2023,12-01-2024,1,27,625,0
SCGCQ02808,C,Integration 1,FW,Severity 4,Low,Open,Code Integration,Ubuntu,31-12-2023,,0,,610,0
SCGCQ00283,D,Final Release,FW,Severity 1,Medium,In Progress,Driver,Ubuntu,29-01-2023,25-03-2023,1,55,946,0
SCGCQ00212,B,Integration 1,Application,Severity 3,Medium,Open,Driver,RHEL,23-02-2023,14-03-2023,1,19,921,0
SCGCQ00632,B,Integration 1,Driver,Severity 2,Medium,Deferred,Code Integration,SLES,22-12-2023,,0,,619,0
SCGCQ04332,D,Integration 1,FW,Severity 2,Low,Open,Driver,Pre-Boot,15-02-2023,08-04-2023,1,52,929,0
SCGCQ04818,C,Final Release,Driver,Severity 4,High,In Progress,FW Integration,Pre-Boot,23-10-2023,,0,,679,0
SCGCQ03055,B,Integration 1,Server Specific,Severity 1,Low,Open,OS-specific,Linux,17-07-2023,07-08-2023,1,21,777,0
SCGCQ02832,C,System Test,Driver,Severity 1,Medium,Closed,Code Integration,Pre-Boot,23-03-2023,25-03-2023,1,2,893,0
SCGCQ02558,A,BST,Driver,Severity 1,Medium,Re-open,Product Request,SLES,10-01-2023,27-02-2023,1,48,965,0
SCGCQ03413,A,System Test,BIOS,Severity 4,Low,Re-open,Change Request,Windows,24-03-2023,08-04-2023,1,15,892,0
SCGCQ00788,A,Integration 2,Driver,Severity 3,Low,Open,Change Request,Ubuntu,11-06-2023,27-06-2023,1,16,813,0
SCGCQ00656,D,Integration 1,FW,Severity 2,High,Closed,OS-specific,SLES,03-12-2023,11-12-2023,1,8,638,0
SCGCQ00087,E,System Test,Application,Severity 2,Low,Closed,Change Request,Ubuntu,09-05-2023,06-07-2023,1,58,846,0
SCGCQ01210,C,Integration 2,Application,Severity 3,Medium,Re-open,Driver,Ubuntu,06-03-2023,23-03-2023,1,17,910,0
SCGCQ03674,B,BST,Application,Severity 2,Medium,Closed,OS-specific,SLES,22-11-2023,11-12-2023,1,19,649,0
SCGCQ01789,A,Final Release,FW,Severity 2,High,Open,Product Request,Linux,16-06-2023,,0,,808,0
SCGCQ02736,B,Integration 2,Application,Severity 1,High,In Progress,Change Request,Pre-Boot,30-11-2023,10-12-2023,1,10,641,0
SCGCQ01345,B,Final Release,FW,Severity 3,Low,Re-open,OS-specific,Windows,27-09-2023,10-11-2023,1,44,705,0
SCGCQ04058,A,BST,Driver,Severity 2,Low,Deferred,OS-specific,Linux,03-03-2023,13-04-2023,1,41,913,0
SCGCQ03786,A,Final Release,Application,Severity 4,High,Re-open,Change Request,SLES,21-02-2023,26-02-2023,1,5,923,0
SCGCQ03643,C,Integration 1,Application,Severity 2,Low,Closed,Change Request,Linux,23-10-2023,19-11-2023,1,27,679,0
SCGCQ03541,C,System Test,Application,Severity 1,Medium,In Progress,Driver,RHEL,08-03-2023,24-04-2023,1,47,908,0
SCGCQ00850,E,Integration 1,BIOS,Severity 2,High,Re-open,OS-specific,Linux,04-03-2023,,0,,912,0
SCGCQ00414,D,BST,FW,Severity 4,High,Re-open,FW Integration,Pre-Boot,12-09-2023,,0,,720,0
SCGCQ02872,C,BST,Server Specific,Severity 4,High,Re-open,Product Request,RHEL,21-01-2023,07-02-2023,1,17,954,0
SCGCQ01080,D,BST,Driver,Severity 2,High,Closed,OS-specific,Windows,03-07-2023,30-08-2023,1,58,791,0
SCGCQ04484,B,Integration 1,BIOS,Severity 1,High,Open,Change Request,Linux,29-12-2023,,0,,612,0
SCGCQ03554,E,Integration 2,Server Specific,Severity 3,Medium,In Progress,FW Integration,Windows,05-01-2023,,0,,970,0
SCGCQ03371,E,System Test,Driver,Severity 4,High,Re-open,FW Integration,Windows,13-08-2023,,0,,750,0
SCGCQ01230,B,System Test,Driver,Severity 3,High,Open,OS-specific,Pre-Boot,15-04-2023,27-05-2023,1,42,870,0
SCGCQ04454,C,Final Release,Driver,Severity 3,Low,Closed,Change Request,RHEL,07-11-2023,01-12-2023,1,24,664,0
SCGCQ01904,A,System Test,Application,Severity 2,Low,Re-open,Change Request,Linux,28-05-2023,,0,,827,0
SCGCQ01717,B,Final Release,Application,Severity 1,High,Open,Driver,Ubuntu,10-09-2023,,0,,722,0
SCGCQ04349,B,BST,Application,Severity 3,High,Closed,Driver,RHEL,22-05-2023,21-06-2023,1,30,833,0
SCGCQ03740,B,System Test,Application,Severity 3,Low,In Progress,OS-specific,Pre-Boot,21-07-2023,13-08-2023,1,23,773,0
SCGCQ03808,D,BST,Application,Severity 1,High,Open,Driver,SLES,13-05-2023,31-05-2023,1,18,842,0
SCGCQ02112,C,Integration 1,Driver,Severity 2,Medium,In Progress,Change Request,SLES,15-01-2023,09-03-2023,1,53,960,0
SCGCQ04008,D,BST,BIOS,Severity 1,High,In Progress,FW Integration,Windows,25-08-2023,05-10-2023,1,41,738,0
SCGCQ01859,E,Integration 1,Server Specific,Severity 4,High,In Progress,Driver,Ubuntu,18-04-2023,30-04-2023,1,12,867,0
SCGCQ04269,E,BST,Driver,Severity 4,High,Re-open,OS-specific,Pre-Boot,08-11-2023,01-01-2024,1,54,663,0
SCGCQ00676,E,Integration 2,Server Specific,Severity 2,High,Re-open,Product Request,Linux,29-05-2023,06-07-2023,1,38,826,0
SCGCQ00806,A,BST,BIOS,Severity 3,Low,Deferred,Driver,Pre-Boot,07-12-2023,,0,,634,0
SCGCQ04979,D,Integration 1,Application,Severity 1,Low,Closed,FW Integration,SLES,10-07-2023,20-08-2023,1,41,784,0
SCGCQ00302,D,Integration 2,FW,Severity 4,Medium,Deferred,FW Integration,Linux,23-04-2023,27-04-2023,1,4,862,0
SCGCQ03390,C,Integration 1,Application,Severity 2,Medium,Re-open,OS-specific,Pre-Boot,04-07-2023,10-08-2023,1,37,790,0
SCGCQ02043,E,Integration 1,Application,Severity 1,Low,In Progress,Code Integration,RHEL,02-10-2023,,0,,700,0
SCGCQ04592,C,System Test,FW,Severity 1,High,Closed,Code Integration,SLES,24-01-2023,24-02-2023,1,31,951,0
SCGCQ04927,D,Final Release,BIOS,Severity 4,Low,Closed,Code Integration,Windows,26-09-2023,09-10-2023,1,13,706,0
SCGCQ03365,A,Integration 2,Driver,Severity 1,Medium,In Progress,FW Integration,RHEL,27-06-2023,07-07-2023,1,10,797,0
SCGCQ00097,E,Final Release,FW,Severity 4,Low,Closed,OS-specific,Pre-Boot,06-11-2023,21-11-2023,1,15,665,0
SCGCQ04358,B,BST,Server Specific,Severity 4,Medium,Closed,Product Request,Ubuntu,02-01-2023,19-01-2023,1,17,973,0
SCGCQ00104,E,BST,Application,Severity 4,Medium,Deferred,Driver,RHEL,18-11-2023,13-01-2024,1,56,653,0
SCGCQ04004,D,BST,FW,Severity 1,High,In Progress,OS-specific,Linux,24-04-2023,20-05-2023,1,26,861,0
SCGCQ04849,C,System Test,Application,Severity 3,Low,In Progress,Product Request,SLES,07-10-2023,28-11-2023,1,52,695,0
SCGCQ02021,B,Integration 2,Driver,Severity 1,High,Closed,Code Integration,Linux,04-04-2023,18-05-2023,1,44,881,0
SCGCQ01927,E,Integration 2,Application,Severity 2,High,Re-open,Code Integration,SLES,05-02-2023,23-03-2023,1,46,939,0
SCGCQ02800,E,Integration 1,Application,Severity 3,Medium,Re-open,Product Request,Pre-Boot,19-03-2023,30-04-2023,1,42,897,0
SCGCQ03827,D,Integration 1,FW,Severity 2,Medium,Re-open,FW Integration,Ubuntu,18-05-2023,15-07-2023,1,58,837,0
SCGCQ00306,E,Integration 2,FW,Severity 3,Medium,In Progress,Change Request,RHEL,17-11-2023,,0,,654,0
SCGCQ02174,B,Final Release,Application,Severity 1,Low,Re-open,Change Request,Windows,15-06-2023,13-07-2023,1,28,809,0
SCGCQ02439,C,Final Release,Driver,Severity 1,Medium,Re-open,Change Request,Windows,24-04-2023,26-05-2023,1,32,861,0
SCGCQ03224,B,Integration 2,BIOS,Severity 1,Low,Re-open,Product Request,Ubuntu,22-02-2023,06-03-2023,1,12,922,0
SCGCQ04583,B,Integration 2,FW,Severity 3,Medium,Deferred,FW Integration,Windows,28-05-2023,12-06-2023,1,15,827,0
SCGCQ04860,E,Integration 2,FW,Severity 2,High,Open,OS-specific,SLES,26-09-2023,12-10-2023,1,16,706,0
SCGCQ01253,A,BST,Application,Severity 4,Medium,Re-open,Code Integration,Linux,21-07-2023,,0,,773,0
SCGCQ00665,E,Integration 1,Driver,Severity 2,Medium,Re-open,FW Integration,RHEL,12-09-2023,,0,,720,0
SCGCQ04171,D,Final Release,FW,Severity 3,Medium,Open,Change Request,Pre-Boot,04-03-2023,01-04-2023,1,28,912,0
SCGCQ03751,C,BST,Driver,Severity 2,Medium,Deferred,Product Request,Ubuntu,16-10-2023,07-11-2023,1,22,686,0
SCGCQ01427,C,BST,Server Specific,Severity 4,Low,Open,Change Request,Windows,18-08-2023,27-09-2023,1,40,745,0
SCGCQ03079,A,Final Release,Driver,Severity 2,High,Re-open,Change Request,Linux,26-05-2023,13-06-2023,1,18,829,0
SCGCQ04604,A,System Test,Driver,Severity 1,Low,Re-open,OS-specific,Windows,27-09-2023,30-09-2023,1,3,705,0
SCGCQ00188,B,Final Release,BIOS,Severity 2,High,Deferred,Product Request,Linux,01-09-2023,07-09-2023,1,6,731,0
SCGCQ01970,A,Integration 1,Driver,Severity 3,Medium,Re-open,FW Integration,Pre-Boot,08-12-2023,29-01-2024,1,52,633,0
SCGCQ01282,E,Final Release,FW,Severity 3,Medium,In Progress,FW Integration,SLES,11-12-2023,14-12-2023,1,3,630,0
SCGCQ02659,B,Final Release,Application,Severity 4,Medium,Re-open,Product Request,SLES,18-06-2023,01-07-2023,1,13,806,0
SCGCQ00972,C,Integration 1,Application,Severity 3,Low,Open,FW Integration,SLES,06-03-2023,03-04-2023,1,28,910,0
SCGCQ01398,B,System Test,Application,Severity 2,High,Re-open,Product Request,RHEL,24-05-2023,,0,,831,0
SCGCQ03105,A,Integration 1,FW,Severity 3,High,Open,Code Integration,Windows,11-04-2023,,0,,874,0
SCGCQ03579,C,Final Release,Application,Severity 4,High,Closed,Change Request,RHEL,10-11-2023,31-12-2023,1,51,661,0
SCGCQ03392,C,Final Release,FW,Severity 3,Low,Closed,Code Integration,SLES,04-02-2023,09-02-2023,1,5,940,0
SCGCQ01463,E,Integration 2,Driver,Severity 2,Medium,Re-open,Code Integration,Ubuntu,29-05-2023,21-06-2023,1,23,826,0
SCGCQ02383,E,BST,Application,Severity 3,High,Re-open,Product Request,Pre-Boot,29-05-2023,31-05-2023,1,2,826,0
SCGCQ03219,E,Integration 2,Application,Severity 3,Low,Closed,Code Integration,RHEL,02-06-2023,22-06-2023,1,20,822,0
SCGCQ02941,D,System Test,Application,Severity 2,Medium,Deferred,FW Integration,Ubuntu,22-12-2023,16-02-2024,1,56,619,0
SCGCQ04563,D,Final Release,BIOS,Severity 1,Medium,Deferred,Code Integration,SLES,24-10-2023,28-10-2023,1,4,678,0
SCGCQ04028,B,Integration 1,FW,Severity 3,High,In Progress,FW Integration,SLES,09-12-2023,03-02-2024,1,56,632,0
SCGCQ00252,C,Integration 1,Server Specific,Severity 2,Medium,In Progress,FW Integration,RHEL,25-05-2023,20-06-2023,1,26,830,0
SCGCQ03077,C,Integration 1,Driver,Severity 3,Medium,Closed,FW Integration,SLES,16-08-2023,08-09-2023,1,23,747,0
SCGCQ00202,A,Integration 1,BIOS,Severity 1,High,Deferred,Change Request,RHEL,14-01-2023,17-01-2023,1,3,961,0
SCGCQ02389,B,System Test,Server Specific,Severity 4,Low,Closed,FW Integration,RHEL,18-02-2023,09-03-2023,1,19,926,0
SCGCQ04816,C,System Test,Driver,Severity 3,Medium,In Progress,OS-specific,SLES,26-11-2023,01-01-2024,1,36,645,0
SCGCQ03334,D,Integration 2,Driver,Severity 1,High,In Progress,FW Integration,Windows,25-07-2023,27-08-2023,1,33,769,0
SCGCQ03745,B,System Test,Driver,Severity 2,Low,Deferred,Change Request,Windows,05-04-2023,07-05-2023,1,32,880,0
SCGCQ01220,C,Integration 2,Application,Severity 1,High,Open,OS-specific,Ubuntu,30-07-2023,21-09-2023,1,53,764,0
SCGCQ01043,D,Final Release,Application,Severity 1,High,In Progress,Code Integration,SLES,04-06-2023,03-07-2023,1,29,820,0
SCGCQ00909,B,Integration 2,Application,Severity 1,High,Deferred,Code Integration,RHEL,08-05-2023,16-06-2023,1,39,847,0
SCGCQ03587,A,BST,Application,Severity 1,High,Re-open,FW Integration,SLES,29-07-2023,,0,,765,0
SCGCQ04551,B,Integration 1,Application,Severity 2,Medium,Open,OS-specific,Linux,24-12-2023,12-02-2024,1,50,617,0
SCGCQ03490,E,Integration 1,Driver,Severity 1,Low,Deferred,Driver,Windows,23-05-2023,,0,,832,0
SCGCQ02346,C,Final Release,BIOS,Severity 2,Medium,Re-open,Code Integration,SLES,19-09-2023,,0,,713,0
SCGCQ02667,D,Final Release,Server Specific,Severity 1,Low,Deferred,Change Request,Ubuntu,17-06-2023,,0,,807,0
SCGCQ00349,B,Integration 1,Driver,Severity 3,Low,Deferred,OS-specific,Windows,22-12-2023,07-01-2024,1,16,619,0
SCGCQ04063,C,Final Release,Server Specific,Severity 1,Low,Re-open,OS-specific,RHEL,18-01-2023,,0,,957,0
SCGCQ00861,C,Integration 2,FW,Severity 1,Low,Re-open,FW Integration,Linux,10-02-2023,,0,,934,0
SCGCQ03845,E,Final Release,Application,Severity 1,Medium,Re-open,Product Request,Pre-Boot,21-06-2023,,0,,803,0
SCGCQ04003,E,Final Release,BIOS,Severity 1,Low,Open,Change Request,Linux,26-07-2023,02-08-2023,1,7,768,0
SCGCQ04095,C,Final Release,Application,Severity 3,Low,Re-open,Change Request,Ubuntu,21-03-2023,,0,,895,0
SCGCQ01050,D,Final Release,FW,Severity 1,Low,Re-open,Driver,Ubuntu,30-11-2023,,0,,641,0
SCGCQ01977,A,Final Release,Application,Severity 1,Medium,Re-open,Code Integration,SLES,05-02-2023,21-02-2023,1,16,939,0
SCGCQ01497,E,Integration 1,Application,Severity 3,Low,Closed,Change Request,Linux,06-02-2023,09-02-2023,1,3,938,0
SCGCQ01821,C,BST,FW,Severity 1,Medium,Deferred,Driver,Linux,28-06-2023,18-07-2023,1,20,796,0
SCGCQ04877,C,System Test,BIOS,Severity 2,Medium,Open,Driver,Ubuntu,08-04-2023,,0,,877,0
SCGCQ04356,B,System Test,Driver,Severity 2,High,In Progress,Driver,RHEL,17-08-2023,27-09-2023,1,41,746,0
SCGCQ03639,C,Integration 1,FW,Severity 3,Medium,Open,FW Integration,Linux,04-02-2023,22-03-2023,1,46,940,0
SCGCQ01851,E,System Test,Server Specific,Severity 1,High,Re-open,FW Integration,SLES,15-06-2023,12-08-2023,1,58,809,0
SCGCQ04428,A,System Test,Application,Severity 4,Medium,Re-open,OS-specific,Windows,11-01-2023,,0,,964,0
SCGCQ04627,C,Final Release,FW,Severity 4,Medium,Closed,Driver,SLES,04-07-2023,23-07-2023,1,19,790,0
SCGCQ01321,C,Final Release,Application,Severity 2,Medium,Closed,Code Integration,SLES,16-10-2023,18-11-2023,1,33,686,0
SCGCQ00943,C,System Test,Driver,Severity 4,Low,Deferred,OS-specific,RHEL,15-07-2023,07-08-2023,1,23,779,0
SCGCQ00088,C,System Test,Application,Severity 2,High,In Progress,Driver,RHEL,09-10-2023,13-11-2023,1,35,693,0
SCGCQ02473,A,Integration 1,Application,Severity 3,Low,Deferred,Driver,Ubuntu,14-01-2023,,0,,961,0
SCGCQ01384,A,System Test,FW,Severity 4,High,In Progress,Code Integration,SLES,01-10-2023,05-10-2023,1,4,701,0
SCGCQ00991,B,Integration 2,FW,Severity 3,High,Re-open,Code Integration,Windows,30-03-2023,10-04-2023,1,11,886,0
SCGCQ04443,A,Integration 1,Application,Severity 3,Medium,Open,Code Integration,Linux,22-06-2023,02-08-2023,1,41,802,0
SCGCQ04146,D,Integration 1,Driver,Severity 2,Medium,Open,Change Request,Linux,23-10-2023,27-10-2023,1,4,679,0
SCGCQ01732,D,System Test,BIOS,Severity 1,High,Deferred,Change Request,Pre-Boot,03-12-2023,15-01-2024,1,43,638,0
SCGCQ04409,A,Integration 2,FW,Severity 4,High,In Progress,Change Request,SLES,03-04-2023,24-05-2023,1,51,882,0
SCGCQ03211,D,Integration 2,FW,Severity 2,Medium,Open,FW Integration,Ubuntu,01-04-2023,26-05-2023,1,55,884,0
SCGCQ03346,A,Integration 2,Application,Severity 1,Medium,In Progress,FW Integration,Windows,12-12-2023,28-12-2023,1,16,629,0
SCGCQ01701,D,BST,Driver,Severity 2,Low,Closed,Change Request,Ubuntu,18-01-2023,18-02-2023,1,31,957,0
SCGCQ02584,B,Integration 1,FW,Severity 4,Medium,In Progress,FW Integration,Pre-Boot,16-03-2023,23-03-2023,1,7,900,0
SCGCQ00394,D,Final Release,Driver,Severity 2,Low,Open,Driver,Linux,27-09-2023,19-10-2023,1,22,705,0
SCGCQ00389,C,BST,Server Specific,Severity 3,High,In Progress,OS-specific,Windows,10-10-2023,16-11-2023,1,37,692,0
SCGCQ00595,A,BST,Driver,Severity 4,Low,Closed,OS-specific,Linux,12-09-2023,24-10-2023,1,42,720,0
SCGCQ01102,C,Final Release,Driver,Severity 1,Medium,Re-open,Product Request,RHEL,17-02-2023,07-04-2023,1,49,927,0
SCGCQ03383,C,Final Release,BIOS,Severity 4,Low,Re-open,Product Request,Pre-Boot,07-01-2023,,0,,968,0
SCGCQ03118,A,Integration 1,Driver,Severity 2,Low,Open,OS-specific,RHEL,10-12-2023,02-02-2024,1,54,631,0
SCGCQ01457,E,BST,FW,Severity 1,Low,Open,Product Request,Pre-Boot,27-04-2023,10-05-2023,1,13,858,0
SCGCQ03277,A,BST,Application,Severity 3,High,Open,Product Request,RHEL,30-06-2023,21-08-2023,1,52,794,0
SCGCQ00137,B,Integration 2,Application,Severity 1,Medium,Deferred,Driver,Pre-Boot,21-01-2023,22-02-2023,1,32,954,0
SCGCQ02636,C,System Test,Application,Severity 2,High,Closed,Driver,SLES,13-06-2023,29-06-2023,1,16,811,0
SCGCQ03758,C,Integration 2,FW,Severity 3,Low,Deferred,OS-specific,Linux,05-01-2023,18-01-2023,1,13,970,0
SCGCQ00469,A,System Test,Application,Severity 4,High,Deferred,FW Integration,Pre-Boot,20-10-2023,,0,,682,0
